"storm_id","lab_id","num_subsamples","sample_start","sample_end","storm_start","storm_end","peak_discharge","runoff_volume","instant_discharge","storm_type","Suspended Sediment (80154), mg/L","Flag_Suspended Sediment","Suspended Sediment Load, pounds","Chloride (00940), mg/L","Flag_Chloride","Chloride Load, pounds","NO2+NO3(N) (00631), mg/L","Flag_NO2+NO3(N)","NO2+NO3(N) Load, pounds","Ammonium (N) (00608), mg/L","Flag_Ammonium (N)","Ammonium (N) Load, pounds","TKN Unfiltered (00625), mg/L","Flag_TKN Unfiltered","TKN Unfiltered Load, pounds","Dissolved Reactive Phosphorus (00672), mg/L","Flag_Dissolved Reactive Phosphorus ","Dissolved Reactive Phosphorus Load, pounds","TP Unfiltered (00665), mg/L","Flag_TP Unfiltered","TP Unfiltered Load, pounds","Total Nitrogen, computed, mg/L","Total Nitrogen Load, in pounds","Organic Nitrogen, computed, mg/L","Organic Nitrogen Load, pounds","frozen","site","water_year","estimated","discrete","comments"
"ESW3-89a","01702775","5","42908.0798611111","42908.1881944444","42908.0798611111","42908.1881944444",NA,"9010.5",NA,NA,"1820",NA,"1023.76758701389","10.5",NA,"5.90635146354167","1.5",NA,"0.843764494791667","0.59",NA,"0.331880701284722","13.5",NA,"7.593880453125","1.1",NA,"0.618760629513889","5",NA,"2.81254831597222","15","8.43764494791667","12.91","7.26199975184028",FALSE,"SW3","WY17",FALSE,FALSE,NA
"ESW3-89b","01702776","5","42908.1881944444","42908.4583333333","42908.1881944444","42908.4583333333",NA,"10662.3",NA,NA,"1750",NA,"1164.8501046875","8.8",NA,"5.857531955","1.2",NA,"0.7987543575","0.43",NA,"0.2862203114375","12.7",NA,"8.453483616875","1.2",NA,"0.7987543575","5",NA,"3.32814315625","13.9","9.252237974375","12.27","8.1672633054375",FALSE,"SW3","WY17",FALSE,FALSE,NA
"ESW3-90a","01702777","9","42908.7111111111","42909.0277777778","42908.7111111111","42909.0277777778",NA,"14068.5",NA,NA,"317",NA,"278.412130440972","11.5",NA,"10.1001246059028","0.2",NA,"0.175654340972222","0.17",NA,"0.149306189826389","4.62",NA,"4.05761527645833","1.9",NA,"1.66871623923611","2.9",NA,"2.54698794409722","4.82","4.23326961743056","4.45","3.90830908663194",FALSE,"SW3","WY17",FALSE,FALSE,"Ennis, Ryan Patrick:
Event ended at 14:15
"
"ESW3-90b","01702778","5","42909.0277777778","42909.4583333333","42909.0277777778","42909.4583333333",NA,"6303",NA,NA,"116",NA,"45.6442833611111","11.6",NA,"4.56442833611111","<0.1",NA,"0.0196742600694444","0.68",NA,"0.267569936944444","5.34",NA,"2.10121097541667","2.7",NA,"1.06241004375","3.4",NA,"1.33784968472222","5.39","2.12088523548611","4.66","1.83364103847222",FALSE,"SW3","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42914.6479166667","42914.8541666667",NA,"1239.3",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,"Ennis, Ryan Patrick:
Sample incorrect.Splitting record included bottle1673 from next event. Also based on wrong Q rating
"
NA,NA,NA,NA,NA,"42915.0083333333","42915.2083333333",NA,"276.6",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,"Ennis, Ryan Patrick:
Event start time was changed to 15:51 after splitting record ran
"
"ESW3-91","01703303","8","42923.7041666667","42923.9270833333","42923.7041666667","42923.9270833333",NA,"22648.2",NA,NA,"2580",NA,"3647.82918741667","7.3",NA,"10.3213771581944","10.9",NA,"15.4113713731944","0.94",NA,"1.32905404502778","16.4",NA,"23.1877514238889","0.674",NA,"0.952960028030556","5.2",NA,"7.35221386611111","27.3","38.5991227970833","15.46","21.8586973788611",FALSE,"SW3","WY17",FALSE,FALSE,NA
"ESW3-92","01703424","5","42931.8673611111","42932","42931.8673611111","42932",NA,"9029.4",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42934.8131944444","42934.90625",NA,"284.7",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42935.0236111111","42935.2291666667",NA,"1814.4",NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,"Ennis, Ryan Patrick:
Sample incorrect. Contains bottles 1716, 1718, from following event."
"ESW3-93","01703912","4","42950.4694444444","42950.8125","42950.4694444444","42950.8125",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",FALSE,FALSE,NA
"ESW3-94","01703913","2","42951.3743055556","42951.6458333333","42951.3743055556","42951.6458333333",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",FALSE,FALSE,NA
NA,NA,NA,NA,NA,"42962.0229166667","42962.0625",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42964.2722222222","42964.3541666667",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42977.6673611111","42977.71875",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42980.5833333333","42980.6458333333",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42984.6180555556","42984.6875",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,"42985.4493055556","42985.6354166667",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,"Stuntebeck, Todd D.:
Wingwall/berms were repaired and flume and wingwalls were resurveyed 7/25 - 7/26. New shift and new rating should start 7/25 at ~1200. No runoff at that time anyway, so specific time is not important
"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0",NA,NA,"0","0","0","0","0",FALSE,"SW3","WY17",TRUE,FALSE,NA
