"","id","date","awnd","pgtm","prcp","snow","snwd","tavg","tmax","tmin","wdf2","wdf5","wsf2","wsf5","wt01","wt02","wt03","wt04","wt05","wt06","wt08","wt09"
"638","USW00014898",2015-11-28,18,NA,0,0,0,-38,0,-77,230,230,58,72,NA,NA,NA,NA,NA,NA,NA,NA
"639","USW00014898",2015-11-29,15,NA,0,0,0,-31,33,-77,60,50,31,40,1,NA,NA,NA,NA,NA,NA,NA
"640","USW00014898",2015-11-30,32,NA,28,0,0,3,39,-21,70,70,81,103,1,NA,NA,NA,NA,NA,NA,NA
"641","USW00014898",2015-12-01,36,NA,79,0,0,33,56,0,240,100,81,116,1,NA,NA,NA,NA,NA,NA,NA
"642","USW00014898",2015-12-02,26,NA,0,0,0,8,28,-16,310,310,67,81,1,NA,NA,NA,NA,NA,NA,NA
"643","USW00014898",2015-12-03,40,NA,0,0,0,12,39,-5,260,260,72,89,NA,NA,NA,NA,NA,NA,NA,NA
"644","USW00014898",2015-12-04,32,NA,0,0,0,19,72,-16,240,240,63,81,NA,NA,NA,NA,NA,NA,NA,NA
"645","USW00014898",2015-12-05,41,NA,0,0,0,32,67,6,210,210,81,98,1,NA,NA,NA,NA,NA,NA,NA
"646","USW00014898",2015-12-06,18,NA,0,0,0,13,28,-5,200,210,45,63,1,1,NA,NA,NA,NA,NA,NA
"647","USW00014898",2015-12-07,31,NA,0,0,0,24,44,17,220,220,81,103,1,NA,NA,NA,NA,NA,NA,NA
"648","USW00014898",2015-12-08,35,NA,0,0,0,36,56,22,220,220,72,103,1,NA,NA,NA,NA,NA,1,NA
"649","USW00014898",2015-12-09,30,NA,0,0,0,55,100,28,260,240,72,89,1,NA,NA,NA,NA,NA,1,NA
"650","USW00014898",2015-12-10,66,NA,28,0,0,78,122,44,250,260,139,179,1,NA,NA,NA,NA,NA,NA,NA
"651","USW00014898",2015-12-11,39,NA,0,0,0,59,67,6,250,250,112,165,NA,NA,NA,NA,NA,NA,NA,NA
"652","USW00014898",2015-12-12,51,NA,0,0,0,43,72,6,50,50,76,89,1,NA,NA,NA,NA,NA,NA,NA
"653","USW00014898",2015-12-13,37,NA,406,0,0,71,128,50,50,50,81,98,1,NA,1,NA,NA,NA,NA,NA
"654","USW00014898",2015-12-14,56,NA,485,0,0,102,128,28,30,30,130,152,1,NA,NA,NA,NA,NA,NA,NA
"655","USW00014898",2015-12-15,39,NA,0,0,0,24,33,6,140,140,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"656","USW00014898",2015-12-16,74,NA,51,0,0,46,89,22,160,220,112,161,1,NA,NA,NA,NA,NA,NA,NA
"657","USW00014898",2015-12-17,68,NA,0,0,0,4,22,-32,270,260,116,152,NA,NA,NA,NA,NA,NA,NA,NA
"658","USW00014898",2015-12-18,67,NA,0,0,0,-41,-27,-60,290,280,98,130,NA,NA,NA,NA,NA,NA,NA,NA
"659","USW00014898",2015-12-19,52,NA,0,0,0,-66,-27,-99,270,290,103,125,NA,NA,NA,NA,NA,NA,NA,NA
"660","USW00014898",2015-12-20,36,NA,15,0,0,-8,50,-60,200,210,89,116,1,NA,NA,NA,NA,NA,NA,NA
"661","USW00014898",2015-12-21,41,NA,10,0,0,26,39,-5,20,30,89,130,1,NA,NA,NA,NA,NA,NA,NA
"662","USW00014898",2015-12-22,26,NA,3,0,0,-2,33,-5,150,160,89,121,1,NA,NA,NA,NA,1,NA,NA
"663","USW00014898",2015-12-23,54,NA,89,0,0,51,117,28,260,250,157,210,1,NA,NA,NA,NA,NA,NA,NA
"664","USW00014898",2015-12-24,61,NA,3,0,0,29,28,-10,260,230,165,224,1,NA,NA,NA,NA,NA,NA,NA
"665","USW00014898",2015-12-25,27,NA,0,0,0,-12,-5,-49,270,280,67,76,NA,NA,NA,NA,NA,NA,NA,NA
"666","USW00014898",2015-12-26,61,NA,13,8,0,-5,28,-32,50,40,107,134,1,NA,NA,NA,NA,NA,NA,NA
"667","USW00014898",2015-12-27,54,NA,0,0,0,4,6,-55,20,30,89,107,NA,NA,NA,NA,NA,NA,NA,NA
"668","USW00014898",2015-12-28,96,NA,234,292,0,-38,-10,-60,40,40,192,241,1,1,1,NA,NA,NA,NA,NA
"669","USW00014898",2015-12-29,50,NA,33,43,330,-44,-16,-66,40,50,130,165,1,NA,NA,NA,NA,NA,NA,NA
"670","USW00014898",2015-12-30,16,NA,3,5,300,-34,-16,-43,240,290,40,49,1,NA,NA,NA,NA,NA,1,NA
"671","USW00014898",2015-12-31,52,NA,0,0,300,-38,-27,-77,260,270,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"672","USW00014898",2016-01-01,48,NA,0,0,280,-68,-38,-82,270,270,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"673","USW00014898",2016-01-02,43,NA,0,0,250,-54,-5,-99,280,270,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"674","USW00014898",2016-01-03,46,NA,0,0,250,-27,-10,-55,350,350,98,116,NA,NA,NA,NA,NA,NA,NA,NA
"675","USW00014898",2016-01-04,33,NA,0,0,230,-54,-32,-160,360,360,81,98,NA,NA,NA,NA,NA,NA,NA,NA
"676","USW00014898",2016-01-05,46,NA,0,0,230,-94,-16,-143,200,220,89,112,NA,NA,NA,NA,NA,NA,NA,NA
"677","USW00014898",2016-01-06,34,NA,0,0,200,-26,0,-43,180,200,58,85,NA,NA,NA,NA,NA,NA,NA,NA
"678","USW00014898",2016-01-07,23,NA,36,5,180,-4,22,-27,160,160,54,63,1,NA,NA,NA,NA,NA,NA,NA
"679","USW00014898",2016-01-08,19,NA,109,0,130,19,33,11,130,130,45,58,1,1,NA,NA,NA,NA,NA,NA
"680","USW00014898",2016-01-09,41,NA,38,25,130,11,17,-71,340,330,89,116,1,NA,NA,NA,NA,1,NA,NA
"681","USW00014898",2016-01-10,73,NA,0,3,130,-91,-71,-188,300,310,107,134,NA,NA,NA,NA,NA,NA,NA,NA
"682","USW00014898",2016-01-11,33,NA,8,23,130,-181,-132,-210,290,290,76,94,1,NA,NA,NA,NA,NA,NA,NA
"683","USW00014898",2016-01-12,65,NA,5,13,150,-137,-110,-188,290,290,103,130,1,NA,NA,NA,NA,NA,1,NA
"684","USW00014898",2016-01-13,33,NA,5,15,150,-172,-99,-205,270,260,63,76,1,NA,NA,NA,NA,NA,NA,NA
"685","USW00014898",2016-01-14,34,NA,0,0,150,-88,11,-105,40,50,72,81,1,NA,NA,NA,NA,NA,NA,NA
"686","USW00014898",2016-01-15,55,NA,5,0,130,-12,11,-55,30,30,98,125,1,NA,NA,NA,NA,1,NA,NA
"687","USW00014898",2016-01-16,62,NA,0,0,130,-67,-49,-199,290,290,103,134,NA,NA,NA,NA,NA,NA,NA,NA
"688","USW00014898",2016-01-17,77,NA,0,0,130,-190,-160,-210,290,290,103,130,NA,NA,NA,NA,NA,NA,1,NA
"689","USW00014898",2016-01-18,70,NA,0,0,130,-193,-149,-221,270,290,94,116,NA,NA,NA,NA,NA,NA,NA,NA
"690","USW00014898",2016-01-19,22,NA,0,0,130,-168,-110,-210,300,300,67,85,NA,NA,NA,NA,NA,NA,NA,NA
"691","USW00014898",2016-01-20,19,NA,0,0,130,-112,-66,-121,240,210,40,49,NA,NA,NA,NA,NA,NA,NA,NA
"692","USW00014898",2016-01-21,24,NA,0,0,100,-63,-43,-82,290,310,54,58,1,NA,NA,NA,NA,NA,1,NA
"693","USW00014898",2016-01-22,36,NA,0,0,100,-47,-16,-88,30,30,72,89,NA,NA,NA,NA,NA,NA,NA,NA
"694","USW00014898",2016-01-23,27,NA,0,0,100,-77,-27,-138,210,220,58,76,1,NA,NA,NA,NA,NA,NA,NA
"695","USW00014898",2016-01-24,30,NA,0,0,100,-41,-32,-55,270,210,63,89,1,NA,NA,NA,NA,NA,NA,NA
"696","USW00014898",2016-01-25,25,NA,81,76,100,-29,0,-38,360,360,54,63,1,NA,NA,NA,NA,NA,NA,NA
"697","USW00014898",2016-01-26,51,NA,30,36,200,-11,11,-38,280,290,89,103,1,NA,NA,NA,NA,NA,NA,NA
"698","USW00014898",2016-01-27,59,NA,0,0,200,-36,17,-49,200,200,112,143,NA,NA,NA,NA,NA,NA,NA,NA
"699","USW00014898",2016-01-28,62,NA,0,0,200,6,28,-99,310,300,103,125,NA,NA,NA,NA,NA,NA,1,NA
"700","USW00014898",2016-01-29,28,NA,0,0,180,-101,-21,-193,150,150,67,81,NA,NA,NA,NA,NA,NA,NA,NA
"701","USW00014898",2016-01-30,39,NA,0,0,180,-1,39,-21,200,220,81,112,NA,NA,NA,NA,NA,NA,NA,NA
"702","USW00014898",2016-01-31,26,NA,20,0,150,22,28,0,360,360,54,63,1,NA,NA,NA,NA,NA,NA,NA
"703","USW00014898",2016-02-01,21,NA,0,0,130,-1,39,-66,270,270,54,67,1,NA,NA,NA,NA,NA,NA,NA
"704","USW00014898",2016-02-02,47,NA,165,135,130,-33,11,-88,80,70,98,139,1,1,NA,NA,NA,NA,NA,NA
"705","USW00014898",2016-02-03,52,NA,56,79,300,-2,6,-55,300,310,103,130,1,1,NA,NA,NA,NA,NA,NA
"706","USW00014898",2016-02-04,28,NA,0,3,300,-58,-43,-105,300,290,63,72,1,NA,NA,NA,NA,NA,NA,NA
"707","USW00014898",2016-02-05,29,NA,0,0,280,-69,-32,-121,260,260,54,63,1,NA,NA,NA,NA,NA,NA,NA
"708","USW00014898",2016-02-06,45,NA,0,3,280,-36,-5,-49,250,190,72,89,NA,NA,NA,NA,NA,NA,NA,NA
"709","USW00014898",2016-02-07,40,NA,0,0,250,14,44,-16,200,190,72,103,1,NA,NA,NA,NA,NA,NA,NA
"710","USW00014898",2016-02-08,44,NA,25,46,200,4,17,-77,10,350,81,94,1,NA,NA,NA,NA,NA,1,NA
"711","USW00014898",2016-02-09,55,NA,3,8,230,-80,-66,-121,310,330,103,130,1,NA,NA,NA,NA,NA,1,NA
"712","USW00014898",2016-02-10,44,NA,0,0,230,-121,-99,-188,330,330,103,121,NA,NA,NA,NA,NA,NA,NA,NA
"713","USW00014898",2016-02-11,36,NA,0,0,230,-149,-82,-199,270,270,67,81,NA,NA,NA,NA,NA,NA,NA,NA
"714","USW00014898",2016-02-12,64,NA,0,0,230,-103,-88,-188,310,320,116,157,NA,NA,NA,NA,NA,NA,NA,NA
"715","USW00014898",2016-02-13,37,NA,0,0,230,-169,-116,-216,300,310,72,85,NA,NA,NA,NA,NA,NA,NA,NA
"716","USW00014898",2016-02-14,29,NA,0,13,200,-161,-55,-249,160,160,103,116,1,NA,NA,NA,NA,NA,NA,NA
"717","USW00014898",2016-02-15,26,NA,3,5,230,-67,-43,-88,210,200,45,58,1,NA,NA,NA,NA,NA,1,NA
"718","USW00014898",2016-02-16,23,NA,3,5,230,-43,0,-71,340,340,76,103,1,NA,NA,NA,NA,NA,1,NA
"719","USW00014898",2016-02-17,22,NA,0,0,200,-71,-38,-160,10,10,67,72,NA,NA,NA,NA,NA,NA,NA,NA
"720","USW00014898",2016-02-18,60,NA,5,0,200,-81,28,-155,150,160,125,174,NA,NA,NA,1,NA,NA,NA,NA
"721","USW00014898",2016-02-19,73,NA,0,0,180,33,78,17,220,220,125,174,NA,NA,NA,NA,NA,NA,NA,NA
"722","USW00014898",2016-02-20,46,NA,0,0,130,46,67,11,240,250,76,103,NA,NA,NA,NA,NA,NA,NA,NA
"723","USW00014898",2016-02-21,35,NA,0,0,80,5,11,-16,60,60,76,94,NA,NA,NA,NA,NA,NA,NA,NA
"724","USW00014898",2016-02-22,31,NA,5,8,80,-18,-10,-38,40,40,67,76,1,NA,NA,NA,NA,1,NA,NA
"725","USW00014898",2016-02-23,7,NA,0,0,80,-27,11,-43,160,160,36,40,1,1,NA,NA,NA,NA,NA,NA
"726","USW00014898",2016-02-24,70,NA,0,0,80,4,22,-5,40,40,134,174,1,NA,NA,NA,NA,NA,NA,NA
"727","USW00014898",2016-02-25,65,NA,0,0,80,-4,6,-43,350,10,116,152,NA,NA,NA,NA,NA,NA,NA,NA
"728","USW00014898",2016-02-26,40,NA,0,0,80,-28,6,-66,260,250,72,94,NA,NA,NA,NA,NA,NA,NA,NA
"729","USW00014898",2016-02-27,47,NA,0,0,80,17,100,-27,230,240,72,103,NA,NA,NA,NA,NA,NA,NA,NA
"730","USW00014898",2016-02-28,39,NA,28,8,30,31,50,-16,290,290,89,112,1,NA,NA,NA,NA,NA,NA,NA
"731","USW00014898",2016-02-29,49,NA,0,0,30,-12,28,-66,320,300,143,206,NA,NA,NA,NA,NA,NA,NA,NA
"732","USW00014898",2016-03-01,50,NA,18,33,30,-73,-60,-110,350,360,94,112,1,NA,NA,NA,NA,NA,1,NA
"733","USW00014898",2016-03-02,26,NA,0,0,50,-91,-27,-143,180,200,45,67,NA,NA,NA,NA,NA,NA,NA,NA
"734","USW00014898",2016-03-03,14,NA,0,0,50,-55,11,-116,320,320,45,58,NA,NA,NA,NA,NA,NA,NA,NA
"735","USW00014898",2016-03-04,28,NA,30,41,30,-40,11,-93,190,220,76,112,1,NA,NA,NA,NA,1,NA,NA
"736","USW00014898",2016-03-05,25,NA,13,20,80,-3,17,-16,20,30,72,85,1,NA,NA,NA,NA,NA,NA,NA
"737","USW00014898",2016-03-06,53,NA,0,0,50,20,61,0,200,210,107,143,NA,NA,NA,NA,NA,NA,NA,NA
"738","USW00014898",2016-03-07,21,NA,0,0,0,71,150,39,210,230,58,76,1,NA,NA,NA,NA,NA,NA,NA
"739","USW00014898",2016-03-08,37,NA,0,0,0,107,189,44,210,210,94,125,1,NA,NA,NA,NA,NA,NA,NA
"740","USW00014898",2016-03-09,39,NA,15,0,0,109,128,28,280,270,76,94,1,NA,NA,NA,NA,NA,NA,NA
"741","USW00014898",2016-03-10,16,NA,0,0,0,38,78,-5,50,360,40,45,1,1,NA,NA,NA,NA,NA,NA
"742","USW00014898",2016-03-11,31,NA,0,0,0,27,89,-16,150,150,67,76,1,1,NA,NA,NA,NA,NA,NA
"743","USW00014898",2016-03-12,25,NA,0,0,0,74,172,17,200,190,58,67,NA,NA,NA,NA,NA,NA,NA,NA
"744","USW00014898",2016-03-13,39,NA,53,0,0,75,94,33,50,40,76,94,1,NA,NA,NA,NA,NA,NA,NA
"745","USW00014898",2016-03-14,18,NA,18,0,0,55,106,39,320,300,40,49,1,NA,NA,NA,NA,NA,NA,NA
"746","USW00014898",2016-03-15,37,NA,140,0,0,69,106,28,80,80,89,116,1,NA,1,NA,NA,NA,NA,NA
"747","USW00014898",2016-03-16,104,NA,170,0,0,53,78,28,260,260,192,246,1,NA,1,NA,NA,NA,NA,NA
"748","USW00014898",2016-03-17,62,NA,0,0,0,50,72,11,290,280,116,157,NA,NA,NA,NA,NA,NA,NA,NA
"749","USW00014898",2016-03-18,47,NA,0,0,0,15,28,-16,40,60,98,121,NA,NA,NA,NA,NA,NA,NA,NA
"750","USW00014898",2016-03-19,43,NA,0,0,0,7,44,-32,50,40,72,94,NA,NA,NA,NA,NA,NA,NA,NA
"751","USW00014898",2016-03-20,37,NA,0,0,0,1,72,-49,20,30,89,107,NA,NA,NA,NA,NA,NA,NA,NA
"752","USW00014898",2016-03-21,35,NA,0,0,0,19,72,-21,150,200,67,85,NA,NA,NA,NA,NA,NA,NA,NA
"753","USW00014898",2016-03-22,58,NA,0,0,0,42,89,6,40,20,112,148,NA,NA,NA,NA,NA,NA,NA,NA
"754","USW00014898",2016-03-23,96,NA,79,53,0,8,22,-16,50,40,134,161,1,NA,NA,NA,NA,NA,NA,NA
"755","USW00014898",2016-03-24,88,NA,157,152,150,-13,-5,-60,20,20,161,197,1,1,NA,NA,NA,NA,NA,NA
"756","USW00014898",2016-03-25,30,NA,0,0,180,-32,33,-110,180,210,58,72,NA,NA,NA,NA,NA,NA,NA,NA
"757","USW00014898",2016-03-26,30,NA,3,0,130,16,72,-43,150,150,67,81,1,NA,NA,NA,NA,NA,NA,NA
"758","USW00014898",2016-03-27,25,NA,30,0,50,38,67,17,340,350,76,94,1,1,NA,NA,NA,NA,1,NA
"759","USW00014898",2016-03-28,44,NA,0,0,0,61,122,17,340,320,76,98,NA,NA,NA,NA,NA,NA,NA,NA
"760","USW00014898",2016-03-29,37,NA,0,0,0,52,128,-5,150,180,76,89,NA,NA,NA,NA,NA,NA,NA,NA
"761","USW00014898",2016-03-30,40,NA,107,0,0,76,89,56,170,160,89,112,1,NA,NA,NA,NA,NA,NA,NA
"762","USW00014898",2016-03-31,53,NA,196,0,0,52,61,6,20,30,112,134,1,NA,NA,NA,NA,NA,NA,NA
"763","USW00014898",2016-04-01,44,NA,8,0,0,28,89,-10,280,270,134,157,1,NA,NA,NA,NA,NA,NA,NA
"764","USW00014898",2016-04-02,52,NA,5,8,0,-1,28,-32,330,320,134,179,1,1,NA,NA,NA,NA,1,NA
"765","USW00014898",2016-04-03,55,NA,0,3,0,-8,50,-38,20,30,130,157,NA,NA,NA,NA,NA,NA,NA,NA
"766","USW00014898",2016-04-04,40,NA,0,0,0,-18,6,-49,360,10,81,103,NA,NA,NA,NA,NA,NA,1,NA
"767","USW00014898",2016-04-05,44,NA,28,13,0,-11,39,-49,150,150,103,130,1,NA,NA,NA,NA,1,1,NA
"768","USW00014898",2016-04-06,36,NA,38,0,0,22,50,6,360,350,63,81,1,NA,NA,NA,NA,NA,NA,NA
"769","USW00014898",2016-04-07,54,NA,0,3,0,18,50,0,340,340,103,134,1,NA,NA,NA,NA,NA,NA,NA
"770","USW00014898",2016-04-08,42,NA,79,86,0,-4,0,-71,30,30,125,157,1,1,NA,NA,NA,NA,NA,NA
"771","USW00014898",2016-04-09,44,NA,0,0,80,-48,0,-105,150,140,89,112,NA,NA,NA,NA,NA,NA,NA,NA
"772","USW00014898",2016-04-10,60,NA,0,0,0,14,83,-10,160,150,107,134,NA,NA,NA,NA,NA,NA,NA,NA
"773","USW00014898",2016-04-11,55,NA,0,0,0,44,61,6,270,270,134,174,NA,NA,NA,NA,NA,NA,NA,NA
"774","USW00014898",2016-04-12,33,NA,0,0,0,24,78,-16,160,150,76,94,NA,NA,NA,NA,NA,NA,NA,NA
"775","USW00014898",2016-04-13,36,NA,56,0,0,27,56,11,140,150,81,103,1,NA,NA,NA,NA,NA,NA,NA
"776","USW00014898",2016-04-14,38,NA,0,0,0,64,150,0,140,150,89,107,NA,NA,NA,NA,NA,NA,NA,NA
"777","USW00014898",2016-04-15,36,NA,0,0,0,101,178,39,150,150,81,94,NA,NA,NA,NA,NA,NA,NA,NA
"778","USW00014898",2016-04-16,26,NA,0,0,0,123,233,22,150,150,72,85,NA,NA,NA,NA,NA,NA,NA,NA
"779","USW00014898",2016-04-17,20,NA,0,0,0,151,261,50,160,150,76,94,NA,NA,NA,NA,NA,NA,NA,NA
"780","USW00014898",2016-04-18,49,NA,0,0,0,167,278,50,50,50,116,152,NA,NA,NA,NA,NA,NA,NA,NA
"781","USW00014898",2016-04-19,53,NA,8,0,0,70,100,44,40,40,116,134,NA,NA,NA,NA,NA,NA,NA,NA
"782","USW00014898",2016-04-20,47,NA,0,0,0,113,183,78,160,140,98,121,NA,NA,NA,NA,NA,NA,NA,NA
"783","USW00014898",2016-04-21,24,NA,58,0,0,149,206,89,30,30,125,148,1,NA,1,NA,NA,NA,1,NA
"784","USW00014898",2016-04-22,46,NA,0,0,0,94,117,39,360,20,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"785","USW00014898",2016-04-23,33,NA,0,0,0,76,150,17,140,120,72,89,NA,NA,NA,NA,NA,NA,NA,NA
"786","USW00014898",2016-04-24,47,NA,41,0,0,73,89,50,50,50,81,98,1,NA,NA,NA,NA,NA,NA,NA
"787","USW00014898",2016-04-25,72,NA,5,0,0,84,122,33,30,30,116,143,1,NA,NA,NA,NA,NA,NA,NA
"788","USW00014898",2016-04-26,75,NA,0,0,0,51,100,33,20,30,125,148,NA,NA,NA,NA,NA,NA,NA,NA
"789","USW00014898",2016-04-27,71,NA,0,0,0,59,100,-5,70,60,125,157,NA,NA,NA,NA,NA,NA,NA,NA
"790","USW00014898",2016-04-28,52,NA,3,0,0,62,89,44,40,40,116,139,NA,NA,NA,NA,NA,NA,NA,NA
"791","USW00014898",2016-04-29,35,NA,0,0,0,80,133,33,40,50,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"792","USW00014898",2016-04-30,67,NA,0,0,0,78,111,22,40,40,143,165,NA,NA,NA,NA,NA,NA,NA,NA
"793","USW00014898",2016-05-01,60,NA,5,0,0,91,139,50,50,50,112,143,NA,NA,NA,NA,NA,NA,NA,NA
"794","USW00014898",2016-05-02,23,NA,0,0,0,105,183,28,130,130,63,76,NA,NA,NA,NA,NA,NA,NA,NA
"795","USW00014898",2016-05-03,44,NA,66,0,0,133,211,61,310,290,125,161,1,NA,NA,NA,NA,NA,1,NA
"796","USW00014898",2016-05-04,67,NA,0,0,0,91,122,28,20,20,112,143,NA,NA,NA,NA,NA,NA,NA,NA
"797","USW00014898",2016-05-05,29,NA,0,0,0,87,189,6,10,360,58,67,NA,NA,NA,NA,NA,NA,NA,NA
"798","USW00014898",2016-05-06,34,NA,0,0,0,172,300,78,310,310,76,89,NA,NA,NA,NA,NA,NA,NA,NA
"799","USW00014898",2016-05-07,49,NA,3,0,0,173,206,61,40,40,107,139,NA,NA,NA,NA,NA,NA,NA,NA
"800","USW00014898",2016-05-08,26,NA,0,0,0,115,200,39,120,120,94,112,NA,NA,NA,NA,NA,NA,NA,NA
"801","USW00014898",2016-05-09,47,NA,0,0,0,116,183,56,130,100,81,116,NA,NA,NA,NA,NA,NA,1,NA
"802","USW00014898",2016-05-10,52,NA,81,0,0,98,111,72,110,100,94,139,1,NA,NA,NA,NA,NA,1,NA
"803","USW00014898",2016-05-11,26,NA,28,0,0,116,167,94,150,160,54,63,1,NA,NA,NA,NA,NA,1,NA
"804","USW00014898",2016-05-12,44,NA,140,0,0,144,206,106,270,290,94,116,1,NA,1,NA,NA,NA,NA,NA
"805","USW00014898",2016-05-13,53,NA,3,0,0,116,133,56,270,270,112,143,NA,NA,NA,NA,NA,NA,NA,NA
"806","USW00014898",2016-05-14,60,NA,0,0,0,60,78,17,280,310,98,125,NA,NA,NA,NA,NA,NA,NA,NA
"807","USW00014898",2016-05-15,45,NA,0,0,0,57,139,-5,300,270,98,130,NA,NA,NA,NA,NA,NA,NA,NA
"808","USW00014898",2016-05-16,44,NA,0,0,0,129,200,67,40,30,94,121,NA,NA,NA,NA,NA,NA,NA,NA
"809","USW00014898",2016-05-17,38,NA,0,0,0,103,161,22,50,30,89,112,NA,NA,NA,NA,NA,NA,NA,NA
"810","USW00014898",2016-05-18,22,NA,0,0,0,109,194,22,70,60,67,85,NA,NA,NA,NA,NA,NA,NA,NA
"811","USW00014898",2016-05-19,26,NA,0,0,0,143,233,44,150,150,81,103,NA,NA,NA,NA,NA,NA,NA,NA
"812","USW00014898",2016-05-20,17,NA,0,0,0,161,244,67,70,30,63,72,NA,NA,NA,NA,NA,NA,NA,NA
"813","USW00014898",2016-05-21,16,NA,0,0,0,176,267,89,70,60,54,72,NA,NA,NA,NA,NA,NA,NA,NA
"814","USW00014898",2016-05-22,30,NA,0,0,0,190,272,111,140,120,58,72,NA,NA,NA,NA,NA,NA,NA,NA
"815","USW00014898",2016-05-23,39,NA,0,0,0,199,294,94,160,160,98,116,NA,NA,NA,NA,NA,NA,NA,NA
"816","USW00014898",2016-05-24,33,NA,0,0,0,217,289,122,250,260,98,130,NA,NA,NA,NA,NA,NA,NA,NA
"817","USW00014898",2016-05-25,44,NA,107,0,0,181,217,139,50,60,89,107,1,NA,1,NA,NA,NA,NA,NA
"818","USW00014898",2016-05-26,32,NA,0,0,0,195,272,150,230,240,103,148,1,1,NA,NA,NA,NA,NA,NA
"819","USW00014898",2016-05-27,21,NA,361,0,0,197,239,144,140,240,67,85,1,1,1,NA,NA,NA,1,NA
"820","USW00014898",2016-05-28,54,NA,36,0,0,218,272,178,200,220,130,170,1,NA,1,NA,NA,NA,NA,NA
"821","USW00014898",2016-05-29,45,NA,23,0,0,207,239,172,270,260,98,130,1,NA,NA,NA,NA,NA,1,NA
"822","USW00014898",2016-05-30,23,NA,0,0,0,212,278,139,280,290,72,103,NA,NA,NA,NA,NA,NA,NA,NA
"823","USW00014898",2016-05-31,44,NA,3,0,0,182,206,139,40,40,89,103,NA,NA,NA,NA,NA,NA,NA,NA
"824","USW00014898",2016-06-01,38,NA,152,0,0,188,256,150,250,240,103,143,1,NA,NA,NA,NA,NA,1,NA
"825","USW00014898",2016-06-02,38,NA,0,0,0,185,228,128,280,270,76,94,NA,NA,NA,NA,NA,NA,NA,NA
"826","USW00014898",2016-06-03,26,NA,56,0,0,176,256,100,300,120,76,89,1,NA,1,NA,NA,NA,NA,NA
"827","USW00014898",2016-06-04,26,NA,56,0,0,177,222,139,60,60,76,94,1,NA,NA,NA,NA,NA,NA,NA
"828","USW00014898",2016-06-05,63,NA,20,0,0,184,244,139,300,290,179,237,1,NA,1,NA,NA,NA,1,NA
"829","USW00014898",2016-06-06,46,NA,36,0,0,164,222,122,300,320,125,152,1,NA,1,NA,NA,NA,1,NA
"830","USW00014898",2016-06-07,37,NA,0,0,0,141,194,89,320,320,76,116,1,NA,NA,NA,NA,NA,NA,NA
"831","USW00014898",2016-06-08,33,NA,0,0,0,137,211,67,10,20,63,81,NA,NA,NA,NA,NA,NA,NA,NA
"832","USW00014898",2016-06-09,30,NA,0,0,0,171,250,117,40,40,63,67,NA,NA,NA,NA,NA,NA,NA,NA
"833","USW00014898",2016-06-10,46,NA,254,0,0,206,306,139,350,350,183,237,1,1,1,NA,NA,NA,1,NA
"834","USW00014898",2016-06-11,47,NA,0,0,0,252,328,167,40,50,89,112,NA,NA,NA,NA,NA,NA,NA,NA
"835","USW00014898",2016-06-12,34,NA,0,0,0,189,222,117,40,40,81,103,NA,NA,1,NA,NA,NA,NA,NA
"836","USW00014898",2016-06-13,28,NA,94,0,0,159,211,122,160,150,76,94,1,NA,1,NA,NA,NA,1,NA
"837","USW00014898",2016-06-14,36,NA,0,0,0,185,239,139,130,110,72,89,NA,NA,NA,NA,NA,NA,NA,NA
"838","USW00014898",2016-06-15,35,NA,165,0,0,198,244,156,50,70,81,107,1,NA,1,NA,NA,NA,1,NA
"839","USW00014898",2016-06-16,43,NA,0,0,0,166,211,139,20,20,89,107,1,NA,NA,NA,NA,NA,NA,NA
"840","USW00014898",2016-06-17,8,NA,0,0,0,205,294,128,260,220,31,45,1,NA,NA,NA,NA,NA,NA,NA
"841","USW00014898",2016-06-18,22,NA,0,0,0,233,294,156,190,190,58,72,1,NA,NA,NA,NA,NA,NA,NA
"842","USW00014898",2016-06-19,38,NA,0,0,0,244,306,161,180,190,81,112,NA,NA,NA,NA,NA,NA,NA,NA
"843","USW00014898",2016-06-20,58,NA,0,0,0,263,283,167,280,280,116,157,NA,NA,NA,NA,NA,NA,NA,NA
"844","USW00014898",2016-06-21,47,NA,0,0,0,209,272,133,280,290,107,148,NA,NA,NA,NA,NA,NA,NA,NA
"845","USW00014898",2016-06-22,29,NA,0,0,0,199,256,128,100,140,63,76,NA,NA,NA,NA,NA,NA,NA,NA
"846","USW00014898",2016-06-23,34,NA,61,0,0,196,244,139,50,40,76,94,1,NA,NA,NA,NA,NA,1,NA
"847","USW00014898",2016-06-24,22,NA,0,0,0,200,283,122,160,160,72,89,NA,NA,NA,NA,NA,NA,NA,NA
"848","USW00014898",2016-06-25,51,NA,5,0,0,240,322,178,250,250,103,139,NA,NA,1,NA,NA,NA,NA,NA
"849","USW00014898",2016-06-26,47,NA,178,0,0,255,306,206,330,330,130,165,1,NA,1,NA,NA,NA,1,NA
"850","USW00014898",2016-06-27,48,NA,0,0,0,230,244,150,350,280,72,107,NA,NA,NA,NA,NA,NA,NA,NA
