"","unique_storm_id","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge"
"124","SW3-55",2510,4.5,11.6,2.45,19.9,0.272,4.8,31.5,17.45,288.3687294,0.51699573,1.332700104,0.281475453,2.286270006,0.03124951968,0.551462112,3.61897011,2.004794553,1840.32,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-06-30 16:23:59","2016-06-30 20:08:00","2016-06-30 16:23:59","2016-06-30 20:08:00",0.447
"125","SW3-56",1610,1.7,5.6,0.3,10,0.156,3.2,15.6,9.7,39.078081,0.04126257,0.13592376,0.00728163,0.242721,0.0037864476,0.07767072,0.37864476,0.23543937,388.8,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-07-17 07:48:59","2016-07-17 10:14:59","2016-07-17 07:48:59","2016-07-17 10:14:59",0.2207
"126","SW3-57",1590,0.6,1.1,0.04,8.21,0.22,2.9,9.31,8.17,222.1220778,0.083819652,0.153669362,0.0055879768,1.1469322382,0.0307338724,0.405128318,1.3006016002,1.1413442614,2237.76,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-07-29 02:10:59","2016-07-29 04:02:59","2016-07-29 02:10:59","2016-07-29 04:02:59",1.0689
"127","SW3-58",1500,0.5,2.2,0.22,8.66,0.173,2.8,10.86,8.44,28.31745,0.00943915,0.04153226,0.004153226,0.163486078,0.0032659459,0.05285924,0.205018338,0.159332852,302.4,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-08-21 11:28:59","2016-08-21 13:00:00","2016-08-21 11:28:59","2016-08-21 13:00:00",0.271
"128","SW3-59",67400,0.5,1.3,0.12,16.3,0.217,6.7,17.6,16.18,1890.419024,0.01402388,0.036462088,0.0033657312,0.457178488,0.00608636392,0.187919992,0.493640576,0.4538127568,449.28,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-08-24 02:23:00","2016-08-24 03:45:00","2016-08-24 02:23:00","2016-08-24 03:45:00",0.4104
"129","SW3-6",1744,13.9,1,0.89,22,0.162,6.4,23,21.11,164.618776,1.31204185,0.0943915,0.084008435,2.076613,0.015291423,0.6041056,2.1710045,1.992604565,1512,"HT","NA","NA","NA","HT","NA","HT","FALSE","Komiskey, Matthew J.:second half of event is estimated","SW3","WY14","2014-04-12 13:32:00","2014-04-12 20:30:00","2014-04-12 13:32:00","2014-04-12 20:44:59",0.1834
"130","SW3-60",349,0.5,1.6,0.12,3.11,0.195,1.5,4.71,2.99,3.20014154,0.00458473,0.014671136,0.0011003352,0.0285170206,0.0017880447,0.01375419,0.0431881566,0.0274166854,146.88,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-08-27 09:02:00","2016-08-27 10:30:00","2016-08-27 09:02:00","2016-08-27 10:30:00",0.1036
"131","SW3-61",2190,1,0.6,0.12,9.18,0.304,4,9.78,9.06,226.7985024,0.10356096,0.062136576,0.0124273152,0.9506896128,0.03148253184,0.41424384,1.0128261888,0.9382622976,1658.88,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-09-06 16:16:59","2016-09-06 17:44:59","2016-09-06 16:16:59","2016-09-06 17:17:59",1.172
"132","SW3-62",796,1.6,0.9,0.06,4.84,0.57,2.3,5.74,4.78,117.64093552,0.236464192,0.133011108,0.0088674072,0.7153041808,0.0842403684,0.339917276,0.8483152888,0.7064367736,2367.36,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-09-06 19:11:00","2016-09-06 21:29:59","2016-09-06 19:11:00","2016-09-06 21:29:59",1.242
"133","SW3-63",244,2.3,2.3,0.06,3.15,0.267,1,5.45,3.09,3.55343544,0.033495498,0.033495498,0.0008737956,0.045874269,0.00388839042,0.01456326,0.079369767,0.0450004734,233.28,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-09-06 22:32:00","2016-09-07 01:45:00","2016-09-06 22:32:00","2016-09-07 01:45:00",0.0703
"134","SW3-64",12300,14.5,0.05,0.06,72.7,0.487,34,72.75,72.64,915.543612,1.07929938,0.003721722,0.0044660664,5.411383788,0.03624957228,2.53077096,5.41510551,5.4069177216,1192.32,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-09-16 14:44:59","2016-09-16 18:29:59","2016-09-16 14:44:59","2016-09-16 18:29:59",0.5486
"135","SW3-65",3550,14,1.6,0.12,24.5,0.507,8.9,26.1,24.38,5554.831899,21.90637932,2.503586208,0.1877689656,38.33616381,0.79332387966,13.926198282,40.839750018,38.1483948444,25064.64,"NA","NA","NA","NA","NA","NA","NA","FALSE","NA","SW3","WY16","2016-09-21 22:32:00","2016-09-22 15:15:00","2016-09-21 22:32:00","2016-09-22 15:15:00",2.585
"136","SW3-7",2046,8.8,1.6,0.53,14.9,0.207,4.6,16.5,14.37,391.7678754,1.68502312,0.30636784,0.101484347,2.85305051,0.0396363393,0.88080754,3.15941835,2.751566163,3067.2,"HT","NA","NA","NA","HT","NA","HT","FALSE","Komiskey, Matthew J.:poor sample coverage","SW3","WY14","2014-04-13 02:19:59","2014-04-13 10:14:59","2014-04-13 02:15:00","2014-04-13 10:14:59",0.3936
"137","SW3-8",2042.72240335352,7.05905915230554,1.23740102468561,0.225039590125757,13.8520353982301,0.319462505822077,4.43521844434094,15.0894364229157,13.6269958081043,2365.5723505,8.174735404,1.432970846,0.2606068408,16.0413338016,0.36995319068,5.13619966332,17.4743046476,15.7807269608,18550.08,"HT, HT","NA, NA","NA, NA","NA, NA","HT, HT","NA, NA","HT, HT","FALSE, FALSE","NA, NA","SW3","WY14","2014-04-13 18:45:59","2014-04-14 23:17:00","2014-04-13 18:45:59","2014-04-14 23:15:00",1.348
"138","SW3-9",172,25.9,0.05,0.13,3.31,0.045,0.627,3.36,3.18,1.02050696,0.153669362,0.000296659,0.0007713134,0.0196388258,0.0002669931,0.00372010386,0.0199354848,0.0188675124,95.04,"HT","NA","NA","NA","HT","NA","HT","FALSE","NA","SW3","WY14","2014-04-29 17:10:59","2014-04-30 10:45:00","2014-04-29 17:01:59","2014-04-30 10:45:00",0.0272
